C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0000.png,76,17,85,4
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0001.png,80,19,137,80
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0002.png,80,19,135,80
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0003.png,80,19,133,79
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0004.png,80,19,133,79
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0005.png,80,19,133,79
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0006.png,80,19,133,79
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0007.png,80,19,133,79
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0008.png,80,19,133,81
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0009.png,80,19,133,81
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0010.png,80,19,133,82
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0011.png,80,20,133,83
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0012.png,80,20,133,83
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0013.png,80,22,134,83
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0014.png,81,23,135,83
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0015.png,83,25,137,82
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0016.png,84,25,137,82
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0017.png,89,25,138,82
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0018.png,90,25,140,82
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0019.png,98,20,141,82
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0020.png,94,22,142,80
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0021.png,91,22,144,79
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0022.png,96,22,145,78
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0023.png,103,19,147,78
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0024.png,110,18,149,77
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0025.png,110,18,151,76
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0026.png,112,18,153,76
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0027.png,115,20,154,76
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0028.png,115,20,155,77
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0029.png,115,21,155,78
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0030.png,117,24,156,79
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0031.png,120,24,156,81
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0032.png,121,24,158,81
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0033.png,123,27,159,81
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0034.png,123,28,161,81
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0035.png,124,28,163,81
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0036.png,126,29,164,83
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0037.png,126,29,166,86
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0038.png,128,33,166,87
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0039.png,128,33,167,87
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0040.png,129,33,167,87
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0041.png,131,34,167,88
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0042.png,131,34,168,88
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0043.png,134,35,169,88
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0044.png,135,36,169,88
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0045.png,136,36,169,88
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0046.png,137,36,173,85
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0047.png,138,35,176,85
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0048.png,143,33,176,85
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0049.png,144,33,178,85
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0050.png,144,32,180,84
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0051.png,146,31,180,84
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0052.png,149,29,180,84
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0053.png,149,29,178,85
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0054.png,145,32,176,85
C:\Users\thoma\OneDrive - University of Adelaide\Documents\Python Projects\Circles Dataset\Train 3\Thomas0055.png,138,38,174,88
